date,group,requested_ticker,requested_label,ticker,name,uid,figi,history_id_used,history_id_type,daily_last_price
2012-03-28,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.98
2012-03-29,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,132.08
2012-03-30,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,132.03
2012-04-02,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,132.07
2012-04-03,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,132.07
2012-04-04,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.91
2012-04-05,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.9
2012-04-06,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.8
2012-04-09,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.57
2012-04-10,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.35
2012-04-11,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.29
2012-04-12,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.33
2012-04-13,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.28
2012-04-16,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.22
2012-04-17,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.36
2012-04-18,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.52
2012-04-19,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.4
2012-04-20,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.57
2012-04-23,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.44
2012-04-24,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.31
2012-04-25,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.41
2012-04-26,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.47
2012-04-27,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.44
2012-04-28,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.59
2012-05-02,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.53
2012-05-03,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.57
2012-05-04,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.53
2012-05-05,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.33
2012-05-07,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.42
2012-05-08,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.42
2012-05-10,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.2
2012-05-11,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.02
2012-05-12,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,131.14
2012-05-14,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,130.47
2012-05-15,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,130.35
2012-05-16,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,129.69
2012-05-17,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,129.17
2012-05-18,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,128.85
2012-05-21,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,129.02
2012-05-22,bonds,RGBI,MOEX Government Bond Index,RGBI,Индекс Гособлигаций,fceffb27-3c51-4101-834c-d28c98ada458,BBG000V0SJ39,fceffb27-3c51-4101-834c-d28c98ada458,uid,129.3
